District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Tai Po,"Tai Ling House, Tai Yuen Estate",28/12/2022,,22.4549802,114.1677251
Tai Po,"Tai Tak House, Tai Yuen Estate",28/12/2022,,22.4545589,114.1679481
Tai Po,"Tai Yee House, Tai Yuen Estate",28/12/2022,,22.455971,114.1684054
Tai Po,"Tai Wing House, Tai Yuen Estate",28/12/2022,,22.4544813,114.17061
Tai Po,"Tai Lok House, Tai Yuen Estate",28/12/2022,,22.4556505,114.1700888
Tai Po,"Tai Yan House, Tai Yuen Estate",28/12/2022,,22.4554107,114.1707976
Tai Po,"Tai Man House, Tai Yuen Estate",28/12/2022,,22.4547827,114.1692604
Tai Po,"Block 10, Tai Po Centre",28/12/2022,,22.4514535,114.171176
Tai Po,"Block 14, Tai Po Centre",28/12/2022,,22.4528937,114.1712383
Tai Po,"Block 15, Tai Po Centre",28/12/2022,,22.4532116,114.170886
Tai Po,"Block 16, Tai Po Centre",28/12/2022,,22.4536554,114.171692
Tai Po,"Block 18, Tai Po Centre",28/12/2022,,22.4526856,114.1716485
Tai Po,"Block 21, Tai Po Centre",28/12/2022,,22.4502483,114.1686823
Tai Po,"Block 23, Tai Po Centre",28/12/2022,,22.4497405,114.1688862
Tai Po,"Block 2, Tai Po Centre",28/12/2022,,22.452328,114.168959
Tai Po,"Block 4, Tai Po Centre",28/12/2022,,22.4517067,114.1690731
Tai Po,"Block 5, Tai Po Centre",28/12/2022,,22.4514486,114.1689704
Tai Po,"Block 7, Tai Po Centre",28/12/2022,,22.451529,114.169121
Tai Po,"Block 8, Tai Po Centre",28/12/2022,,22.4517488,114.1707218
Tai Po,"Block 5, Grand Palisades",28/12/2022,,22.4514486,114.1689704
Tai Po,"Block 7, Grand Palisades",28/12/2022,,22.4412849,114.1731311
Tai Po,"Yee Sing Court, Tai Po Plaza",28/12/2022,,22.45225,114.170193
Tai Po,"Yee Hing Court, Tai Po Plaza",28/12/2022,,22.453011,114.169893
Tai Po,Tai Mei Tuk,28/12/2022,,22.4728367,114.232961
Tai Po,"Tower 3, Providence Bay",28/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 10, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 12, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 17, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 18, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 19, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 1, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 2, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 5, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 8, The Regent",28/12/2022,,22.4390908,114.1679352
Tai Po,"Block 1, Tai Wo Centre",28/12/2022,,22.4517444,114.1585708
Tai Po,"Block 2, Tai Wo Centre",28/12/2022,,22.4512081,114.1587176
Tai Po,"Hang Wo House, Tai Wo Estate",28/12/2022,,22.4519096,114.1626534
Tai Po,"Hei Wo House, Tai Wo Estate",28/12/2022,,22.4516934,114.1614334
Tai Po,"On Wo House, Tai Wo Estate",28/12/2022,,22.4505792,114.1601472
Tai Po,"Kui Wo House, Tai Wo Estate",28/12/2022,,22.45034,114.1626513
Tai Po,"Oi Wo House, Tai Wo Estate",28/12/2022,,22.451154,114.162297
Tai Po,"Sun Wo House, Tai Wo Estate",28/12/2022,,22.4510689,114.1629532
Tai Po,"Fook Wo House, Tai Wo Estate",28/12/2022,,22.4523023,114.1610688
Tai Po,"Lai Wo House, Tai Wo Estate",28/12/2022,,22.4495634,114.1607265
Tai Po,Wan Kee Building,28/12/2022,,22.4488963,114.164086
Tai Po,"Wang Yan House, Wang Fuk Court",28/12/2022,,22.447239,114.1749381
Tai Po,"Wang Kin House, Wang Fuk Court",28/12/2022,,22.4470235,114.1748937
Tai Po,"Wang Chi House, Wang Fuk Court",28/12/2022,,22.4466809,114.1749368
Tai Po,"Wang Sun House, Wang Fuk Court",28/12/2022,,22.4466809,114.1749368
Tai Po,"Wang Tai House, Wang Fuk Court",28/12/2022,,22.4466809,114.1749368
Tai Po,"Wang Shing House, Wang Fuk Court",28/12/2022,,22.4468512,114.1762849
Tai Po,"Heng Cheong House, Fu Heng Estate",28/12/2022,,22.4570232,114.1711064
Tai Po,"Heng Wing House, Fu Heng Estate",28/12/2022,,22.460026,114.172932
Tai Po,"Heng Tai House, Fu Heng Estate",28/12/2022,,22.457911,114.1704562
Tai Po,"Heng Shing House, Fu Heng Estate",28/12/2022,,22.45933,114.17279
Tai Po,"Heng Tsui House, Fu Heng Estate",28/12/2022,,22.4592609,114.1712922
Tai Po,"Heng Yiu House, Fu Heng Estate",28/12/2022,,22.4608723,114.1721282
Tai Po,"Heng Yue House, Fu Heng Estate",28/12/2022,,22.45933,114.17279
Tai Po,"Heng Lung House, Fu Heng Estate",28/12/2022,,22.457072,114.170367
Tai Po,"Block 1, Full Scene Garden",28/12/2022,,22.4527988,114.1650238
Tai Po,"Block 2, Full Scene Garden",28/12/2022,,22.4527988,114.1650238
Tai Po,"Shin King House, Fu Shin Estate",28/12/2022,,22.4546913,114.1770044
Tai Po,"Shin Mei House, Fu Shin Estate",28/12/2022,,22.4548843,114.1758826
Tai Po,"Shin Kwan House, Fu Shin Estate",28/12/2022,,22.4529762,114.1746362
Tai Po,"Shin Tsui House, Fu Shin Estate",28/12/2022,,22.4538991,114.1763788
Tai Po,"Shin Lun House, Fu Shin Estate",28/12/2022,,22.4529456,114.1754232
Tai Po,"Shin Nga House, Fu Shin Estate",28/12/2022,,22.4538029,114.1754722
Tai Po,"Block 1, Elegance Garden",28/12/2022,,22.4443694,114.1676804
Tai Po,"Block 2, Elegance Garden",28/12/2022,,22.4443694,114.1676804
Tai Po,"Block 3, Elegance Garden",28/12/2022,,22.4443694,114.1676804
Tai Po,"Block 4, Elegance Garden",28/12/2022,,22.4443694,114.1676804
Tai Po,"Block D, Plover Cove Garden",28/12/2022,,22.4493232,114.1681107
Tai Po,"Block E, Plover Cove Garden",28/12/2022,,22.4493232,114.1681107
Tai Po,Po Wah Building,28/12/2022,,22.4476822,114.1674605
Tai Po,"Po Shun House, Po Heung Estate",28/12/2022,,22.4469921,114.1654143
Tai Po,"Ka Wo House, Po Nga Court",28/12/2022,,22.4515115,114.1591568
Tai Po,"Hing Wo House, Po Nga Court",28/12/2022,,22.450697,114.1587518
Tai Po,"Yat Wo House, Po Nga Court",28/12/2022,,22.4512466,114.1596808
Tai Po,"Tower 1, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Tower 2, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Tower 5, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Tower 7, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Tower 8, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Tower 9, Mont Vert",28/12/2022,,22.4647915,114.1794
Tai Po,"Block 3, Villa Concerto, Symphony Bay",28/12/2022,,22.452328,114.168959
Tai Po,"Block 7, Villa Concerto, Symphony Bay",28/12/2022,,22.429986,114.2486622
Tai Po,Kwong Fook Building,28/12/2022,,22.4423282,114.165521
Tai Po,"Kwong Yan House, Kwong Fuk Estate",28/12/2022,,22.4488917,114.1751006
Tai Po,"Kwong Shung House, Kwong Fuk Estate",28/12/2022,,22.4491996,114.1737073
Tai Po,"Kwong Ping House, Kwong Fuk Estate",28/12/2022,,22.4479314,114.1738698
Tai Po,"Kwong Wai House, Kwong Fuk Estate",28/12/2022,,22.4497068,114.1743579
Tai Po,"Kwong Chi House, Kwong Fuk Estate",28/12/2022,,22.4497923,114.1720129
Tai Po,"Kwong Yau House, Kwong Fuk Estate",28/12/2022,,22.4479733,114.1747058
Tai Po,"Kwong Lai House, Kwong Fuk Estate",28/12/2022,,22.4480798,114.1759598
Tai Po,"Kwong Yee House, Kwong Fuk Estate",28/12/2022,,22.4487338,114.1759598
Tai Po,Tak Nga Court,28/12/2022,,22.4407998,114.165736
Tai Po,"Yee Leung House, Yee Nga Court",28/12/2022,,22.4480666,114.164964
Tai Po,"Yee Hau House, Yee Nga Court",28/12/2022,,22.4480666,114.164964
Tai Po,"Yee Lai House, Yee Nga Court",28/12/2022,,22.4549457,114.1746614
Tai Po,"Yee Dat House, Yee Nga Court",28/12/2022,,22.4480666,114.164964
Tai Po,"Yee Shun House, Yee Nga Court",28/12/2022,,22.4480666,114.164964
Tai Po,"Block 12, The Paragon",28/12/2022,,22.4523987,114.1709306
Tai Po,San Wai Tsai,28/12/2022,,22.456732,114.163648
Tai Po,San Uk Tsai,28/12/2022,,22.4559987,114.1398649
Tai Po,"Block 15, Phase 1, Classical Gardens",28/12/2022,,22.4340115,114.2015204
Tai Po,"Block 17, Phase 1, Classical Gardens",28/12/2022,,22.4337136,114.2019678
Tai Po,"Block 1, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 2, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 3, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 5, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 7, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 8, Phase 2, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 21, Phase 3, Classical Gardens",28/12/2022,,22.4419365,114.1609344
Tai Po,"Block 25, Grand Dynasty View, Classical Gardens",28/12/2022,,22.4414865,114.1599135
Tai Po,"Block 26, Grand Dynasty View, Classical Gardens",28/12/2022,,22.4414865,114.1599135
Tai Po,"Block 28, Grand Dynasty View, Classical Gardens",28/12/2022,,22.4414865,114.1599135
Tai Po,"Hong Yan Court, Sun Hing Garden",28/12/2022,,22.4535309,114.1733476
Tai Po,"Hong Che Court, Sun Hing Garden",28/12/2022,,22.4529677,114.1734518
Tai Po,"Hong Shing Court, Sun Hing Garden",28/12/2022,,22.4535309,114.1733476
Tai Po,"Block 4, Uptown Plaza",28/12/2022,,22.443554,114.169348
Tai Po,Cheong Hing Mansion,28/12/2022,,22.4493295,114.1639482
Tai Po,"Wing Cheong Court, Fortune Plaza",28/12/2022,,22.45262,114.168026
Tai Po,"Wah Cheong Court, Fortune Plaza",28/12/2022,,22.4522437,114.1683894
Tai Po,"Ming Hoi House, Ming Nga Court",28/12/2022,,22.4519902,114.1757913
Tai Po,"Ming Cheong House, Ming Nga Court",28/12/2022,,22.4520656,114.1757959
Tai Po,"Ming Yan House, Ming Nga Court",28/12/2022,,22.4519902,114.1757913
Tai Po,35 Po Yick Street,28/12/2022,,22.4495104,114.1666867
Tai Po,"King Yuet House, King Nga Court",28/12/2022,,22.4423282,114.165521
Tai Po,"King Yan House, King Nga Court",28/12/2022,,22.4423282,114.165521
Tai Po,Lam Village New Village,28/12/2022,,22.4423282,114.165521
Tai Po,Wing Fai Garden,28/12/2022,,22.453651,114.165792
Tai Po,Riviera Lodge,28/12/2022,,22.4572433,114.1765642
Tai Po,Cheung Shue Tan,28/12/2022,,22.4333333,114.1833333
Tai Po,The Beverly Hills,28/12/2022,,22.4583058,114.2067281
Tai Po,Wing Shing Building,28/12/2022,,22.4492218,114.1647477
Tai Po,"Nga Man House, Ting Nga Court",28/12/2022,,22.4549788,114.1669116
Tai Po,"Nga Kwan House, Ting Nga Court",28/12/2022,,22.4549788,114.1669116
Tai Po,"Nga Yin House, Ting Nga Court",28/12/2022,,22.4549788,114.1669116
Tai Po,Pan Chung,28/12/2022,,22.445542,114.164605
Tai Po,Pan Chung New Village,28/12/2022,,22.445542,114.164605
Tai Po,Tai Hang Tsz Tong Village,28/12/2022,,22.469348,114.151054
Tai Po,"Block A, Treasure Garden",28/12/2022,,22.45298,114.1666336
Tai Po,"Block C, Treasure Garden",28/12/2022,,22.4423282,114.165521
Tai Po,"Tower C2, The Horizon",28/12/2022,,22.429827,114.2073775
Tai Po,"Tower 12, Centra Horizon",28/12/2022,,22.4287338,114.2063513
Tai Po,"Tower 10, Providence Peak",28/12/2022,,22.4423282,114.165521
Tai Po,"Tower 15, Providence Peak",28/12/2022,,22.4423282,114.165521
Tai Po,Sui Cheung Building,28/12/2022,,22.44887,114.1637857
Tai Po,"Block 1, The Paramount",28/12/2022,,22.435607,114.1675199
Tai Po,Shek Kwu Lung,28/12/2022,,22.448835,114.156009
Tai Po,Fuk On House,28/12/2022,,22.452073,114.166843
Tai Po,Fook Ping Mansion,28/12/2022,,22.4487585,114.1662609
Tai Po,Mei Tak Building,28/12/2022,,22.4493054,114.1660206
Tai Po,Mei Sun Building,28/12/2022,,22.4537055,114.1650064
Tai Po,"Block A, Jade Plaza",28/12/2022,,22.4530721,114.1683894
Tai Po,"Block B, Jade Plaza",28/12/2022,,22.4530721,114.1683894
Tai Po,"Block D, Jade Plaza",28/12/2022,,22.4530721,114.1683894
Tai Po,"Block B, Greenery Plaza",28/12/2022,,22.4526637,114.1631122
Tai Po,"Block C, Greenery Plaza",28/12/2022,,22.4526637,114.1631122
Tai Po,"Tower B, La Fontaine",28/12/2022,,22.4531903,114.1644309
Tai Po,Sai O,28/12/2022,,22.4423282,114.165521
Tai Po,"Tower 3B, Mayfair By The Sea 8",28/12/2022,,22.4278778,114.2075927
Tai Po,"Yat Wing House, Yat Nga Court",28/12/2022,,22.4432528,114.1677623
Tai Po,"Yat Yan House, Yat Nga Court",28/12/2022,,22.442731,114.16738
Tai Po,"Wan Hang House, Wan Tau Tong Estate",28/12/2022,,22.4416727,114.1658131
Tai Po,"Wan Loi House, Wan Tau Tong Estate",28/12/2022,,22.442696,114.1687461
Tai Po,"Wan Lam House, Wan Tau Tong Estate",28/12/2022,,22.44229,114.168221
Tai Po,Bong Hing Building,28/12/2022,,22.4492631,114.1633965
Tai Po,Kam Shek New Village,28/12/2022,,22.448727,114.158487
Tai Po,"Tower 1, St Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 2, St. Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 5, St Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 7, St Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 8, St Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 9, St Martin",28/12/2022,,22.4302237,114.2042117
Tai Po,"Chung Sin House, Chung Nga Court",28/12/2022,,22.4596739,114.1705785
Tai Po,"Chung Chun House, Chung Nga Court",28/12/2022,,22.4590593,114.1703633
Tai Po,"Chung May House, Chung Nga Court",28/12/2022,,22.4603083,114.1707348
Tai Po,Lagoon Court,28/12/2022,,22.4482045,114.1698389
Tai Po,San Tau Kok,28/12/2022,,22.468827,114.209213
Tai Po,Ha Wong Yi Au,27/12/2022,,22.441901,114.175109
Tai Po,Kau Lung Hang,27/12/2022,,22.4423282,114.165521
Tai Po,"Block 1, Eightland Gardens",27/12/2022,,22.4524958,114.1667316
Tai Po,"Block 2, Eightland Gardens",27/12/2022,,22.4524958,114.1667316
Tai Po,"Block 3, Eightland Gardens",27/12/2022,,22.4524958,114.1667316
Tai Po,Nam Hang,27/12/2022,,22.459949,114.169011
Tai Po,"Tower 3, Solaria",27/12/2022,,22.4294603,114.2052339
Tai Po,"Tower 5, Solaria",27/12/2022,,22.4294603,114.2052339
Tai Po,"Block 17, Tai Po Centre",27/12/2022,,22.4536255,114.1719173
Tai Po,"Block 1, Tai Po Centre",27/12/2022,,22.45263,114.168941
Tai Po,"Block 20, Tai Po Centre",27/12/2022,,22.450209,114.16925
Tai Po,"Block 22, Tai Po Centre",27/12/2022,,22.4502545,114.168976
Tai Po,"Block 9, Tai Po Centre",27/12/2022,,22.4514541,114.1708974
Tai Po,Tai Po Building,27/12/2022,,22.4489679,114.1658116
Tai Po,"Yee Fu Court, Tai Po Plaza",27/12/2022,,22.4537256,114.1704562
Tai Po,"Yee Fai Court, Tai Po Plaza",27/12/2022,,22.4534615,114.1704687
Tai Po,"Block D, Tai Po Garden",27/12/2022,,22.454325,114.153832
Tai Po,"Block K, Tai Po Garden",27/12/2022,,22.454325,114.153832
Tai Po,Tai Po Tau,27/12/2022,,22.45521,114.1580552
Tai Po,"Tower 18, Providence Bay",27/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 21, Providence Bay",27/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 8, Providence Bay",27/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 15, The Regent",27/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 16, The Regent",27/12/2022,,22.4390908,114.1679352
Tai Po,"Tower 7, The Regent",27/12/2022,,22.4390908,114.1679352
Tai Po,"Tsui Wo House, Tai Wo Estate",27/12/2022,,22.4497435,114.1614633
Tai Po,"Wang Tao House, Wang Fuk Court",27/12/2022,,22.4466809,114.1749368
Tai Po,"Ban Tip House, Fu Tip Estate",27/12/2022,,22.46152,114.17364
Tai Po,"Block B, Plover Cove Garden",27/12/2022,,22.4493232,114.1681107
Tai Po,Po Shing Building,27/12/2022,,22.4481061,114.16616
Tai Po,Mountain View Court,27/12/2022,,22.4423282,114.165521
Tai Po,Hilltop Garden,27/12/2022,,22.4423282,114.165521
Tai Po,"Tower 3, Mont Vert",27/12/2022,,22.4647915,114.1794
Tai Po,"Tower 6, Mont Vert",27/12/2022,,22.4647915,114.1794
Tai Po,Po Sam Pai,27/12/2022,,22.470886,114.210748
Tai Po,"Block 12, Parc Versailles",27/12/2022,,22.4530407,114.1542698
Tai Po,"Block 29, Parc Versailles",27/12/2022,,22.4530407,114.1542698
Tai Po,"Block 5, Parc Versailles",27/12/2022,,22.4530407,114.1542698
Tai Po,"Block 11, Villa Concerto, Symphony Bay",27/12/2022,,22.429986,114.2486622
Tai Po,"Block 5, Villa Concerto, Symphony Bay",27/12/2022,,22.4514486,114.1689704
Tai Po,"Hong Lok Road East, Hong Lok Yuen",27/12/2022,,22.461693,114.15758
Tai Po,Hong Lok Villa,27/12/2022,,22.4475853,114.1668334
Tai Po,"Block 18, Phase 3, Classical Gardens",27/12/2022,,22.4419365,114.1609344
Tai Po,"Block 23, Phase 3, Classical Gardens",27/12/2022,,22.4419365,114.1609344
Tai Po,"Block 27, Grand Dynasty View, Classical Gardens",27/12/2022,,22.4414865,114.1599135
Tai Po,"Hong Shun Court, Sun Hing Garden",27/12/2022,,22.4535309,114.1733476
Tai Po,"Block 2, Uptown Plaza",27/12/2022,,22.443554,114.169348
Tai Po,"Block 3, Uptown Plaza",27/12/2022,,22.443554,114.169348
Tai Po,"Block 6, Uptown Plaza",27/12/2022,,22.443554,114.169348
Tai Po,"Tower 9B, Ontolo",27/12/2022,,22.4293266,114.2082952
Tai Po,Wing Ming Garden,27/12/2022,,22.4535733,114.1654156
Tai Po,Tai Hang Chung Sum Wai,27/12/2022,,22.4681038,114.1503515
Tai Po,"Block D, Treasure Garden",27/12/2022,,22.45298,114.1666336
Tai Po,"Tower B1, The Horizon",27/12/2022,,22.429827,114.2073775
Tai Po,"Tower 10, Centra Horizon",27/12/2022,,22.4287338,114.2063513
Tai Po,"Tower 7, Centra Horizon",27/12/2022,,22.4287338,114.2063513
Tai Po,House of The Horizon,27/12/2022,,22.429827,114.2073775
Tai Po,"Block 3, Constellation Cove",27/12/2022,,22.452328,114.168959
Tai Po,Pak Ngau Shek Sheung Tsuen,27/12/2022,,22.444345,114.126115
Tai Po,Trackside Villas,27/12/2022,,22.4408128,114.1829506
Tai Po,Yuet Fat Mansion,27/12/2022,,22.4534602,114.1649756
Tai Po,Mei Lee Building,27/12/2022,,22.454372,114.1655052
Tai Po,Merit Place,27/12/2022,,22.4530616,114.1647471
Tai Po,"Block A, Beautiful Garden",27/12/2022,,22.4543905,114.1645262
Tai Po,"Block B, Beautiful Garden",27/12/2022,,22.4543905,114.1645262
Tai Po,"Block C, Jade Plaza",27/12/2022,,22.4530721,114.1683894
Tai Po,"Block 2, Evergreen Court",27/12/2022,,22.4537679,114.1637322
Tai Po,"Block 47, Savanna Garden",27/12/2022,,22.434831,114.18221
Tai Po,Shuen Wan Chim Uk,27/12/2022,,22.464284,114.207795
Tai Po,Shuen Wan Chan UK,27/12/2022,,22.460158,114.207967
Tai Po,Lai Chi Shan,27/12/2022,,22.437711,114.165424
Tai Po,The Wonderland,27/12/2022,,22.455094,114.155072
Tai Po,"Tower 1, Mayfair By The Sea 8",27/12/2022,,22.4278778,114.2075927
Tai Po,"Tower 2, Mayfair By The Sea 8",27/12/2022,,22.4278778,114.2075927
Tai Po,"Tower 18, Mayfair By The Sea I",27/12/2022,,22.4306978,114.2072937
Tai Po,"Tower 12, Mayfair By The Sea II",27/12/2022,,22.4313708,114.2053099
Tai Po,"Tower 10, St Martin",27/12/2022,,22.4302237,114.2042117
Tai Po,Ko Koon Building,27/12/2022,,22.4484648,114.1657536
Tai Po,"Tower 10, Deerhill Bay",27/12/2022,,22.429243,114.196819
Tai Po,Reve Plaza,27/12/2022,,22.4524393,114.1649524
Tai Po,Lung Mei,27/12/2022,,22.472497,114.231843
Tai Po,Ha Hang,26/12/2022,,22.462797,114.185903
Tai Po,Gold Reserved Court,26/12/2022,,22.4471619,114.1678552
Tai Po,Nam Wah Po,26/12/2022,,22.475643,114.151646
Tai Po,Tung Fuk Building,26/12/2022,,22.4423282,114.165521
Tai Po,"Tower 7, Solaria",26/12/2022,,22.4423282,114.165521
Tai Po,"Tower 9, Solaria",26/12/2022,,22.4294603,114.2052339
Tai Po,"Block 12, Tai Po Centre",26/12/2022,,22.4523987,114.1709306
Tai Po,"Block 3, Tai Po Centre",26/12/2022,,22.452328,114.168959
Tai Po,"Yee Tak Court, Tai Po Plaza",26/12/2022,,22.4528498,114.1704804
Tai Po,Tai Wan Building,26/12/2022,,22.447071,114.1675447
Tai Po,"Tower 2, Providence Bay",26/12/2022,,22.4328004,114.2026412
Tai Po,House of Providence Bay,26/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 13, The Regent",26/12/2022,,22.4423282,114.165521
Tai Po,"Tower 3, The Regent",26/12/2022,,22.4390908,114.1679352
Tai Po,Blossom Villas,26/12/2022,,22.475858,114.151727
Tai Po,"Wang Cheong House, Wang Fuk Court",26/12/2022,,22.4466809,114.1749368
Tai Po,The Golden Gate,26/12/2022,,22.4497285,114.1673522
Tai Po,"Block C, Plover Cove Garden",26/12/2022,,22.4493232,114.1681107
Tai Po,"Block 1, Villa Concerto, Symphony Bay",26/12/2022,,22.45263,114.168941
Tai Po,"Block 9, Villa Concerto, Symphony Bay",26/12/2022,,22.4514541,114.1708974
Tai Po,"Block 10, Villa Rhapsody, Symphony Bay",26/12/2022,,22.429017,114.2513323
Tai Po,Ping On Building,26/12/2022,,22.4466988,114.1669263
Tai Po,Tak Shun Building,26/12/2022,,22.4480654,114.1665548
Tai Po,"Block 10, The Paragon",26/12/2022,,22.4426254,114.1734937
Tai Po,San Uk Ka,26/12/2022,,22.433965,114.162167
Tai Po,Villa Castell,26/12/2022,,22.4327273,114.1963247
Tai Po,"Hong Man Court, Sun Hing Garden",26/12/2022,,22.4540887,114.1729182
Tai Po,"Block 1, Uptown Plaza",26/12/2022,,22.443554,114.169348
Tai Po,"Block 5, Uptown Plaza",26/12/2022,,22.443554,114.169348
Tai Po,"Fu Cheong Court, Fortune Plaza",26/12/2022,,22.45262,114.168026
Tai Po,"Kwai Cheong Court, Fortune Plaza",26/12/2022,,22.45262,114.168026
Tai Po,Tony Court,26/12/2022,,22.4480168,114.1695613
Tai Po,"Tower C1, The Horizon",26/12/2022,,22.429827,114.2073775
Tai Po,"Tower 2, Centra Horizon",26/12/2022,,22.4287338,114.2063513
Tai Po,"Tower 5, Centra Horizon",26/12/2022,,22.4287338,114.2063513
Tai Po,Lo Tsz Tin,26/12/2022,,22.473943,114.225605
Tai Po,"Tower 21, Mayfair By The Sea I",26/12/2022,,22.4306978,114.2072937
Tai Po,"Tower 10, Mayfair By The Sea II",26/12/2022,,22.4313708,114.2053099
Tai Po,"Tower 11, St Martin",26/12/2022,,22.4302237,114.2042117
Tai Po,"Tower 3, St Martin",26/12/2022,,22.4302237,114.2042117
Tai Po,"PH2, The HKFYG Youth Hostel",26/12/2022,,22.4464244,114.1659045
Tai Po,Ma Kwu Lam,26/12/2022,,22.4423282,114.165521
Tai Po,Wong Yue Tan,26/12/2022,,22.463648,114.202539
Tai Po,Pak Cheung Court,25/12/2022,,22.4490695,114.1647819
Tai Po,Forest Hill,25/12/2022,,22.4653711,114.1945465
Tai Po,Pun Shan Chau,25/12/2022,,22.43164,114.17048
Tai Po,10 Tung Fat Square,25/12/2022,,22.4483598,114.1690616
Tai Po,"Block 16, Richwood Park",25/12/2022,,22.4639187,114.1956202
Tai Po,Wai Ha,25/12/2022,,22.468603,114.203097
Tai Po,"Block 19, Tai Po Centre",25/12/2022,,22.4535214,114.1719292
Tai Po,"Block 6, Tai Po Centre",25/12/2022,,22.4517252,114.1697363
Tai Po,"Block 1, Grand Palisades",25/12/2022,,22.4412849,114.1731311
Tai Po,"Block 9, Grand Palisades",25/12/2022,,22.4514541,114.1708974
Tai Po,"Tower 5, Providence Bay",25/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 9, Providence Bay",25/12/2022,,22.4328004,114.2026412
Tai Po,"Tower 6, The Regent",25/12/2022,,22.4390908,114.1679352
Tai Po,Fu Shin Building,25/12/2022,,22.4494405,114.1646853
Tai Po,"Fullview Court, Full Scene Garden",25/12/2022,,22.4527988,114.1650238
Tai Po,"Begonia Court, Fuller Garden",25/12/2022,,22.4423282,114.165521
Tai Po,Po Fung Building,25/12/2022,,22.4473114,114.1675998
Tai Po,"Block 6, Villa Concerto, Symphony Bay",25/12/2022,,22.4517252,114.1697363
Tai Po,"Block 5, Villa Rhapsody, Symphony Bay",25/12/2022,,22.4514486,114.1689704
Tai Po,"Hong Lok Yuen Town Centre Crescent, Hong Lok Yuen",25/12/2022,,22.4618898,114.1522332
Tai Po,"Fifth Street, Hong Lok Yuen",25/12/2022,,22.4636115,114.1546972
Tai Po,"Eleventh Street, Hong Lok Yuen",25/12/2022,,22.4626714,114.1557371
Tai Po,"Fourteenth Street, Hong Lok Yuen",25/12/2022,,22.463554,114.156609
Tai Po,"Tenth Street, Hong Lok Yuen",25/12/2022,,22.462352,114.157577
Tai Po,Kwong Fuk Place,25/12/2022,,22.4491983,114.1653086
Tai Po,"Block 11, Phase 1, Classical Gardens",25/12/2022,,22.4342809,114.2016892
Tai Po,"Block 22, Phase 3, Classical Gardens",25/12/2022,,22.4419365,114.1609344
Tai Po,"Tower 7B, Ontolo",25/12/2022,,22.4293266,114.2082952
Tai Po,Mui Shue Hang,25/12/2022,,22.4537897,114.1527229
Tai Po,Winnye Tower,25/12/2022,,22.4544937,114.165078
Tai Po,Ching Fat Building,25/12/2022,,22.4479047,114.1670192
Tai Po,Wing Hang Building,25/12/2022,,22.4493369,114.1647202
Tai Po,Wing Cheong Building,25/12/2022,,22.4467968,114.166996
Tai Po,Wing Cheung Building,25/12/2022,,22.4482283,114.1649756
Tai Po,Ting Kok Building,25/12/2022,,22.4523961,114.1652453
Tai Po,Tai Hang Fui Sha Wai,25/12/2022,,22.470424,114.152878
Tai Po,Treasure Garden,25/12/2022,,22.45298,114.1666336
Tai Po,"Block B, Treasure Garden",25/12/2022,,22.45298,114.1666336
Tai Po,"Tower 9, Centra Horizon",25/12/2022,,22.4287338,114.2063513
Tai Po,"Tower 11, Providence Peak",25/12/2022,,22.4423282,114.165521
Tai Po,Pak Kiu Tsai,25/12/2022,,22.4423282,114.165521
